technique,radius,distance,spacing,username,click_duration,is_correct,heisenberg_error,heisenberg_angle
ControllerTracking,0.07,0.75,0.3,FP1,1.039888732375,1.0,0.0,0.1961729758177554
ControllerTracking,0.07,0.75,0.3,FP1,0.887086884625,1.0,0.0,0.2738839981447158
ControllerTracking,0.07,0.75,0.3,FP1,1.0169959095555554,0.8888888888888888,0.1111111111111111,0.1736362977603677
ControllerTracking,0.07,0.75,0.3,FP10,1.085782861,0.8571428571428571,0.1428571428571428,0.1493272815065316
ControllerTracking,0.07,0.75,0.3,FP10,0.7131902681111112,0.6666666666666666,0.2222222222222222,0.1864847695350622
ControllerTracking,0.07,0.75,0.3,FP10,1.0234400883333332,1.0,0.0,0.13756141911384
ControllerTracking,0.07,0.75,0.3,FP11,0.7884296698333334,1.0,0.0,0.2053464609894391
ControllerTracking,0.07,0.75,0.3,FP11,0.4568359545714285,0.8571428571428571,0.0,0.2642770014214687
ControllerTracking,0.07,0.75,0.3,FP11,0.6645835321666668,1.0,0.0,0.1900427460803006
ControllerTracking,0.07,0.75,0.3,FP12,0.702040599625,0.75,0.25,0.1818759099460572
ControllerTracking,0.07,0.75,0.3,FP12,0.821503463,0.8571428571428571,0.0,0.1499531436069831
ControllerTracking,0.07,0.75,0.3,FP12,0.5418544974285714,0.8571428571428571,0.1428571428571428,0.1796397594305501
ControllerTracking,0.07,0.75,0.3,FP13,0.860792067,0.8571428571428571,0.1428571428571428,0.2739447589343493
ControllerTracking,0.07,0.75,0.3,FP13,0.8704204153333333,1.0,0.0,0.0964338701393393
ControllerTracking,0.07,0.75,0.3,FP13,0.834265815,0.8571428571428571,0.1428571428571428,0.2066306605563226
ControllerTracking,0.07,0.75,0.3,FP14,0.6308459700000001,0.8571428571428571,0.0,0.2773437438673047
ControllerTracking,0.07,0.75,0.3,FP14,0.7107262466666667,1.0,0.0,0.1597716290135481
ControllerTracking,0.07,0.75,0.3,FP14,0.550247372375,0.75,0.25,0.4368390546494569
ControllerTracking,0.07,0.75,0.3,FP15,1.0669612553333334,1.0,0.0,0.2410773491938411
ControllerTracking,0.07,0.75,0.3,FP15,0.5833249927499999,0.75,0.25,0.1740116827289481
ControllerTracking,0.07,0.75,0.3,FP15,0.664977935888889,0.6666666666666666,0.3333333333333333,0.4622935368846196
ControllerTracking,0.07,0.75,0.3,FP16,1.059489305,1.0,0.0,0.2170014298590791
ControllerTracking,0.07,0.75,0.3,FP16,0.5815207075714286,0.8571428571428571,0.1428571428571428,0.1041567305640296
ControllerTracking,0.07,0.75,0.3,FP16,0.8924244226250001,0.75,0.25,0.2340225881928744
ControllerTracking,0.07,0.75,0.3,FP17,1.3172625083333334,1.0,0.0,0.2320807880794454
ControllerTracking,0.07,0.75,0.3,FP17,0.8391803541111111,0.6666666666666666,0.3333333333333333,0.2780648555771867
ControllerTracking,0.07,0.75,0.3,FP17,0.8796335244285715,0.8571428571428571,0.1428571428571428,0.2185144022571097
ControllerTracking,0.07,0.75,0.3,FP18,0.7633835847142858,0.4285714285714285,0.5714285714285714,0.5393426217393334
ControllerTracking,0.07,0.75,0.3,FP18,0.9962961228571426,0.8571428571428571,0.1428571428571428,0.4451588766435237
ControllerTracking,0.07,0.75,0.3,FP18,0.5486474035,0.5,0.4166666666666667,0.5473423924172371
ControllerTracking,0.07,0.75,0.3,FP19,1.1873572283333331,1.0,0.0,0.2717944186212284
ControllerTracking,0.07,0.75,0.3,FP19,1.0488674855,1.0,0.0,0.2445327731756046
ControllerTracking,0.07,0.75,0.3,FP19,0.8106396111428571,0.8571428571428571,0.1428571428571428,0.3174073351327196
ControllerTracking,0.07,0.75,0.3,FP2,0.8997282282222224,0.8888888888888888,0.1111111111111111,0.2480768746109035
ControllerTracking,0.07,0.75,0.3,FP2,0.7115281983636363,0.7272727272727273,0.1818181818181818,0.2448263593944598
ControllerTracking,0.07,0.75,0.3,FP2,0.978940624909091,0.7272727272727273,0.0909090909090909,0.2451075606257799
ControllerTracking,0.07,0.75,0.3,FP20,0.9353568367777778,0.6666666666666666,0.3333333333333333,0.1805850016880414
ControllerTracking,0.07,0.75,0.3,FP20,0.9189091485,1.0,0.0,0.3539728445250324
ControllerTracking,0.07,0.75,0.3,FP20,0.7837152077142857,0.8571428571428571,0.1428571428571428,0.2422366380840385
ControllerTracking,0.07,0.75,0.3,FP21,0.8423852316666666,1.0,0.0,0.0795737690377742
ControllerTracking,0.07,0.75,0.3,FP21,0.7690390221250001,0.75,0.0,0.1783208681214944
ControllerTracking,0.07,0.75,0.3,FP21,1.178392538285714,0.8571428571428571,0.0,0.1004145918138179
ControllerTracking,0.07,0.75,0.3,FP22,0.961786077625,0.75,0.25,0.2494931837000378
ControllerTracking,0.07,0.75,0.3,FP22,0.9673848740000002,0.8571428571428571,0.1428571428571428,0.170580828518116
ControllerTracking,0.07,0.75,0.3,FP22,0.9467763001666668,1.0,0.0,0.1252066419797573
ControllerTracking,0.07,0.75,0.3,FP23,0.402858395117647,0.3529411764705882,0.4705882352941176,0.5336226669914784
ControllerTracking,0.07,0.75,0.3,FP23,0.36784693225,0.5,0.4166666666666667,0.3755946037917126
ControllerTracking,0.07,0.75,0.3,FP23,0.4858631824,0.6,0.1,0.6103953872730098
ControllerTracking,0.07,0.75,0.3,FP24,1.2363170871428568,0.8571428571428571,0.1428571428571428,0.1723444021835146
ControllerTracking,0.07,0.75,0.3,FP24,0.6471494065000001,0.6,0.3,0.1588978321389794
ControllerTracking,0.07,0.75,0.3,FP24,0.8116126414285715,0.8571428571428571,0.0,0.2051089560688904
ControllerTracking,0.07,0.75,0.3,FP3,1.1687396,1.0,0.0,0.3145358438131369
ControllerTracking,0.07,0.75,0.3,FP3,1.2824768705,1.0,0.0,0.1784467237245408
ControllerTracking,0.07,0.75,0.3,FP3,1.0104671028571428,0.8571428571428571,0.1428571428571428,0.16741932215371
ControllerTracking,0.07,0.75,0.3,FP4,0.8866811038571429,0.8571428571428571,0.0,0.1480050103681521
ControllerTracking,0.07,0.75,0.3,FP4,0.832544267625,0.75,0.25,0.1243754378248735
ControllerTracking,0.07,0.75,0.3,FP4,0.6889718048571429,0.8571428571428571,0.1428571428571428,0.2338811394352074
ControllerTracking,0.07,0.75,0.3,FP5,1.091637872625,0.75,0.25,0.4757731202860093
ControllerTracking,0.07,0.75,0.3,FP5,1.0115633955714285,0.8571428571428571,0.1428571428571428,0.2676229955794861
ControllerTracking,0.07,0.75,0.3,FP5,0.8913566104999999,0.6,0.4,0.4325966398897161
ControllerTracking,0.07,0.75,0.3,FP6,0.9674619245,1.0,0.0,0.2340135954918092
ControllerTracking,0.07,0.75,0.3,FP6,1.0368541116666667,1.0,0.0,0.1820332722404452
ControllerTracking,0.07,0.75,0.3,FP6,1.136543250714286,0.8571428571428571,0.1428571428571428,0.2728068272382935
ControllerTracking,0.07,0.75,0.3,FP7,1.2109802666666667,1.0,0.0,0.2065177064768292
ControllerTracking,0.07,0.75,0.3,FP7,0.7831015821428571,0.8571428571428571,0.1428571428571428,0.3147722322434237
ControllerTracking,0.07,0.75,0.3,FP7,0.916978529142857,0.8571428571428571,0.1428571428571428,0.2811632752251979
ControllerTracking,0.07,0.75,0.3,FP8,0.7743395605,0.75,0.25,0.2041113665757505
ControllerTracking,0.07,0.75,0.3,FP8,0.6766344092727272,0.5454545454545454,0.3636363636363636,0.4506894329925893
ControllerTracking,0.07,0.75,0.3,FP8,0.7285253369999999,0.6666666666666666,0.3333333333333333,0.2961060690692993
ControllerTracking,0.07,0.75,0.3,FP9,0.9097070118333334,1.0,0.0,0.2008439176074062
ControllerTracking,0.07,0.75,0.3,FP9,1.0525656216666666,1.0,0.0,0.1559418507693744
ControllerTracking,0.07,0.75,0.3,FP9,1.0141543183333332,1.0,0.0,0.0978161125422755
ControllerTracking,0.07,0.75,0.5,FP1,1.0879919455000002,0.8,0.2,0.3339088334380637
ControllerTracking,0.07,0.75,0.5,FP1,0.91005072375,1.0,0.0,0.2050388117396174
ControllerTracking,0.07,0.75,0.5,FP1,0.8088360575555555,0.8888888888888888,0.1111111111111111,0.2102566301479565
ControllerTracking,0.07,0.75,0.5,FP10,0.991116085,0.75,0.125,0.2717452232546242
ControllerTracking,0.07,0.75,0.5,FP10,0.9570858725,0.75,0.0,0.2489740287370025
ControllerTracking,0.07,0.75,0.5,FP10,0.8550976623333333,0.6666666666666666,0.0,0.1962822792888506
ControllerTracking,0.07,0.75,0.5,FP11,0.4776701104444444,0.6666666666666666,0.3333333333333333,0.3640683789914443
ControllerTracking,0.07,0.75,0.5,FP11,0.6249944965714286,0.8571428571428571,0.1428571428571428,0.3215052785905509
ControllerTracking,0.07,0.75,0.5,FP11,0.810443249857143,0.8571428571428571,0.1428571428571428,0.1904780930025445
ControllerTracking,0.07,0.75,0.5,FP12,0.8706877877142858,0.8571428571428571,0.0,0.2829723204516247
ControllerTracking,0.07,0.75,0.5,FP12,0.8423329361666666,1.0,0.0,0.1736582539046402
ControllerTracking,0.07,0.75,0.5,FP12,0.6350687766249999,0.75,0.0,0.1093513622328493
ControllerTracking,0.07,0.75,0.5,FP13,1.1587853362857143,0.8571428571428571,0.0,0.1183020515389128
ControllerTracking,0.07,0.75,0.5,FP13,0.9716274691666666,1.0,0.0,0.1690236040056708
ControllerTracking,0.07,0.75,0.5,FP13,0.6970279708571427,0.8571428571428571,0.1428571428571428,0.2827064739089081
ControllerTracking,0.07,0.75,0.5,FP14,1.4625984416666666,1.0,0.0,0.2290843304660609
ControllerTracking,0.07,0.75,0.5,FP14,0.4369031562222222,0.6666666666666666,0.2222222222222222,0.6575287927729784
ControllerTracking,0.07,0.75,0.5,FP14,0.497084352125,0.75,0.25,0.226554919689862
ControllerTracking,0.07,0.75,0.5,FP15,0.770644674875,0.75,0.25,0.3708075219680981
ControllerTracking,0.07,0.75,0.5,FP15,0.7096766929999999,0.8571428571428571,0.1428571428571428,0.3607747515772254
ControllerTracking,0.07,0.75,0.5,FP15,0.8135241803333333,1.0,0.0,0.1900442008135393
ControllerTracking,0.07,0.75,0.5,FP16,1.073962173666667,0.6666666666666666,0.3333333333333333,0.3218920957033691
ControllerTracking,0.07,0.75,0.5,FP16,1.1252157791666666,1.0,0.0,0.165721422065018
ControllerTracking,0.07,0.75,0.5,FP16,1.083388600833333,1.0,0.0,0.1932009210888074
ControllerTracking,0.07,0.75,0.5,FP17,1.2414047413333331,1.0,0.0,0.2154092703574556
ControllerTracking,0.07,0.75,0.5,FP17,0.8861463955,0.6,0.4,0.4083715506622152
ControllerTracking,0.07,0.75,0.5,FP17,0.92168521625,0.75,0.25,0.1714498849862658
ControllerTracking,0.07,0.75,0.5,FP18,0.9921127746666668,0.6666666666666666,0.3333333333333333,0.3271597410915748
ControllerTracking,0.07,0.75,0.5,FP18,0.7762263554705884,0.3529411764705882,0.5882352941176471,0.8061022133500353
ControllerTracking,0.07,0.75,0.5,FP18,0.9017419236999998,0.6,0.4,0.6646455037776968
ControllerTracking,0.07,0.75,0.5,FP19,0.7667047797777777,0.6666666666666666,0.3333333333333333,0.4765987435472085
ControllerTracking,0.07,0.75,0.5,FP19,0.7194332084000001,0.6,0.4,0.2749725567382023
ControllerTracking,0.07,0.75,0.5,FP19,0.7870475105555554,0.6666666666666666,0.3333333333333333,0.4402300451062786
ControllerTracking,0.07,0.75,0.5,FP2,0.9072907451,0.8,0.1,0.2092642793984838
ControllerTracking,0.07,0.75,0.5,FP2,0.6874544964000002,0.4,0.4,0.3868675269864273
ControllerTracking,0.07,0.75,0.5,FP2,0.7760612003076923,0.6153846153846154,0.0769230769230769,0.1843331482829135
ControllerTracking,0.07,0.75,0.5,FP20,0.766631538375,0.75,0.25,0.1941745262594554
ControllerTracking,0.07,0.75,0.5,FP20,1.2378829971428569,0.8571428571428571,0.1428571428571428,0.1316119484717242
ControllerTracking,0.07,0.75,0.5,FP20,1.045581419857143,0.8571428571428571,0.1428571428571428,0.3864059986637845
ControllerTracking,0.07,0.75,0.5,FP21,0.9521964422222222,0.6666666666666666,0.3333333333333333,0.1388480884217471
ControllerTracking,0.07,0.75,0.5,FP21,0.8779519839999999,0.6,0.3,0.3017399902424695
ControllerTracking,0.07,0.75,0.5,FP21,0.8675137641666666,1.0,0.0,0.1088129816241871
ControllerTracking,0.07,0.75,0.5,FP22,1.6351987402857142,0.8571428571428571,0.1428571428571428,0.4119019541509676
ControllerTracking,0.07,0.75,0.5,FP22,0.911614253125,0.75,0.25,0.1816214833032024
ControllerTracking,0.07,0.75,0.5,FP22,1.5536831545714285,0.8571428571428571,0.1428571428571428,0.3012976841901403
ControllerTracking,0.07,0.75,0.5,FP23,0.6691457322727273,0.5454545454545454,0.2727272727272727,0.5253470892871364
ControllerTracking,0.07,0.75,0.5,FP23,0.406383861125,0.375,0.375,0.2315279447718292
ControllerTracking,0.07,0.75,0.5,FP23,0.6215604111666667,0.5,0.5,0.333563701464421
ControllerTracking,0.07,0.75,0.5,FP24,1.0574469188571427,0.8571428571428571,0.0,0.225354217273817
ControllerTracking,0.07,0.75,0.5,FP24,0.7464530942500001,0.75,0.25,0.3379327054247899
ControllerTracking,0.07,0.75,0.5,FP24,0.8851333828571429,0.8571428571428571,0.0,0.1330461720771355
ControllerTracking,0.07,0.75,0.5,FP3,0.990527972875,0.75,0.25,0.4083566819657438
ControllerTracking,0.07,0.75,0.5,FP3,0.9420772366666668,1.0,0.0,0.2546537748891386
ControllerTracking,0.07,0.75,0.5,FP3,0.9875215008333332,1.0,0.0,0.2750231841516993
ControllerTracking,0.07,0.75,0.5,FP4,1.4787953883333331,1.0,0.0,0.1885649034192053
ControllerTracking,0.07,0.75,0.5,FP4,0.76219755275,0.75,0.25,0.234438970432668
